text,sentiment
listen to reveng by kiss to get inspir i don t think kristi is realli dig it though,neutral
got ta get use to pocketwit now you twikini,neutral
i regret not go to the movi audit today seem like my neighbor are gon na get a call back http myloc me rk,negative
brother s back i found this realli small dead bird on my deck so sad i basic cri,negative
iowa is like that sometim it get frustrat,negative
happi star war day twitter http migr me sie,positive
my day been aight been clean most went to mcds to check for hader toy no luck so i ate chickfila,negative
math class ugh rather be a class act quiz got ta act fast,negative
is work it out allll day long,neutral
i m sooooo excit to see you also love let the crazi begin daysssssss yahoooo,positive
to lose this gut lol no serious i have gain a lil and im not like how it look,negative
omg period cramp are ftl so much pain,negative
gawd the rain is too strong,negative
i am lol it just i got use talkin ya,positive
im go to cardiff today shop,neutral
i want to see too fast to transport in second,neutral
exhaust after come home from a swim this morn it s more tire than i rememb happi mother day,negative
and i have chees and no chip,negative
cool my itch got sunburn at the volcano,negative
good morn,positive
ito en tea appl is delici look like i need to go to don quihot to buy more goodnight,positive
feel a sinus headach brew but can t take drug,negative
has had a fab day on placement but work all weekend,positive
had a good day sell at feria urbana the ladi love them some laser cut felt,positive
just found out http tinyurl com qlrcec the frenchi have set a preced,neutral
is up too earli,neutral
woooooo im see you in glasgow when you come septemb is agessss away but,positive
my feet are kill i ve walk mile in search of an art shop doesn t seem like eal has one,negative
watch scariest place on earth i love this stuff,positive
lol i cant drink,positive
get a puppyyi what should i name him i think romeo is cute,positive
in the middl of breakfast the school call yep back to get shey again rd migrain this week or mayb one that never went away,negative
it am sleep timee i want to watch gossip girl but i m way too tire goodnight,negative
eh not sure daw guest ni cha on monday,neutral
i think i like the workshop,positive
go to hannah movi,neutral
niqhti niqht niqht all toqeth great day ili yall,positive
i realli want to go to artesia cerrito on sunday for quest lol imma die if i dont,neutral
noth like charley bigg chicken am,neutral
thought you was one of the best on hero pitti they are kill all of the good charact off how do i use this thing lol,positive
moooorn fanci a coffe,neutral
hello there,neutral
__d make it go awayyyyy,neutral
i can t have ani pet in the appart i realli want so no rat yet,negative
uhhh bring it over when you can matthew and keren have never seen it,neutral
what r u stressin bout mare,neutral
i heard that you can t make it,neutral
upsidedown tomato plant die,negative
ah final at home in my comfi bed goodnight,positive
noth like get to work and find out you have to cover extra shift this week look like anoth hr work week,negative
hey my twitter friend tho veri few,neutral
after mad call txt fb msgs my homi final call me back i was so worri i think i care far much but if anyth happen them,negative
how i wish i wish i did not eat that burger,negative
oh look tradit chines it s so charm i love the miss those shutter on the door,neutral
you got it poor thing not gon na have a choic for much longer though,positive
and this year i have summer school,neutral
i ve heard that st isn t true imax shot at x and blown up to still nice big screen,positive
im not a cooki so i wont comment heh who were those girl who sang crush btw wud u know,neutral
tri to do the same thing run an onlin busi as well as run a regular busi in the real world,neutral
hee hallo,neutral
big header folio http bit ly mymea has been up hour no sale yet i m realli impati lol,negative
i caaaaan t sleep it s am wahhhh i wan na cri,negative
think so but my boss is in switzerland all week go when she return ira gon na be awesom,positive
are u plan on do cardio for hrs if so that s veri reason whatcha do last night,positive
wat up in your world x i just won a basketbal game best shooter on the team idk if shooter exist lol but you understand haha,positive
becaus your mean to me and it make me sad,negative
the coki arnt real imaginari will hav to do mmmmmmmmmmmm cooki,positive
sigh,neutral
poll was tri to get it to work in a powerpoint to no avail,neutral
yeah the freedom is awesom it s great be a littl more independ,positive
not cool mark this song is go to be stuck in my head all day but i love you anyway is it star war day today cool,neutral
dentist but the chick hot so that a plus,neutral
dang that burrito and toaster strudl sp was just a teas im still hungri,neutral
look forward to see the resum,neutral
although wolverin wasn t a great movi i don t think it was as bad as everyon is say at least taylor kitsch was in it,neutral
i have now realiz i am not cool enough to ever get a shout out from this player will not be play on hahahah,neutral
may be back later hope you have a good day byeeee,positive
awww thank you you are a great guy too how s ur weekend been so far hug,positive
just been out to tri to catch a swarm gone into a roof gabl end set up a bait hive an hope for the best at the moment,positive
i am increas convinc that i am moder lactos intoler given my deep and abid love of chees this total suck,negative
a big ginger and white male cat and a littl femal tortoiseshel both indoor cat and rule the hous,neutral
_cantus_ all i hear is coffe brew at my end,neutral
celebr play on last fm with dez moin by tdwp http bit ly gwuhx,positive
thank well impress it s much better than my last one must b the clean live gluten free lactos free food,positive
i think i m run a fever and not feel so well,negative
i would if i was home,neutral
haha i took the quiz on fb and miss the mcfli one,neutral
it just hit me that i am leav conti boooooooo,neutral
i can t believ how mani peopl think it is great that i pass the quiz how blond are you on facebook i am veri blond,neutral
